Feat1,Feat2,Feat3,Feat4,Feat5,Feat6,Feat7  ,Feat8,Feat9,Turbvalue
0.26087,0.00025519,0.35156,0.71006,0.50838,0.21497,0.42576,0.030994,0.21207,0.04
0.065217,0.0028404,0.44531,0.60947,0.56425,0.054645,0.42655,0.010556,0.054165,1
0.15217,0.0012656,0.48438,0.79882,0.18436,0.13117,0.41744,0.012181,0.12944,0.2
0.19565,0.00080804,0.25781,0.46746,0.4581,0.17884,0.39915,0.023206,0.17644,0.04
0.30435,0.0023062,0.15625,0.38462,0.55307,0.27868,0.48225,0.013841,0.27495,0.02
0.17391,0.00090116,0.38281,0.68639,0.2905,0.15921,0.43148,0.0087437,0.15708,0.2
0.17391,0.00062804,0.28906,0.48521,0.36872,0.15622,0.47797,0.022336,0.15412,0.04
0.21739,0.00067312,0.29688,0.53846,0.44693,0.18242,0.41493,0.020713,0.17997,0.04
0.28261,0.0011466,0.17969,0.38462,0.46369,0.22883,0.3919,0.010004,0.22574,0.02
0.086957,0.0014543,0.46094,0.68639,0.49162,0.073068,0.39259,0.019162,0.072077,1
0.26087,0.0012398,0.34375,0.73373,0.63128,0.22829,0.45262,0.0087283,0.22522,0.04
0.13043,0.00056935,0.49219,0.7574,0.35196,0.11042,0.41845,0.013905,0.10894,0.2
0.26087,0.00091844,0.32031,0.66864,0.36313,0.23267,0.44762,0.0094975,0.22954,0.04
0.13043,0.00040115,0.42188,0.63905,0.4581,0.11858,0.44429,0.018213,0.11699,1
0.19565,0.0017386,0.25781,0.46746,0.34637,0.17881,0.40581,0.016141,0.17644,0.04
0.26087,0.00070602,0.30469,0.63905,0.51397,0.23398,0.437,0.012193,0.23083,0.04
0.26087,0.00071519,0.32813,0.69822,0.49721,0.22562,0.44844,0.0064962,0.2226,0.04
0.30435,0.00026336,0.16406,0.40237,0.72067,0.26864,0.3848,0.089674,0.26502,0.02
0.1087,0.0021191,0.39844,0.5858,0.75419,0.092014,0.38711,0.01506,0.090699,1
0.13043,0.0058253,0.42188,0.63905,0.44134,0.10907,0.45627,0.0091651,0.10768,0.4
0.19565,0.00077195,0.39844,0.66272,0.17877,0.1765,0.43948,0.012268,0.17411,0.2
0.043478,0.001346,0.3125,0.39053,0.37989,0.037682,0.41671,0.019529,0.037162,1
0.21739,0.0010526,0.25781,0.46746,0.41899,0.18109,0.41694,0.019085,0.17864,0.04
0.26087,0.001047,0.32031,0.69822,0.54749,0.22868,0.46193,0.0082018,0.22561,0.04
0.21739,0.0010082,0.28125,0.52663,0.43017,0.18327,0.39924,0.010646,0.18078,0.04
0.23913,0.00073607,0.28906,0.57396,0.43017,0.20161,0.43504,0.0051069,0.19889,0.04
0.086957,0.019784,0.4375,0.71598,0.90503,0.12195,0.4619,0.0070546,0.12038,0.4
0.086957,0.0055553,0.4375,0.60947,0.35754,0.092941,0.43312,0.011551,0.091119,0.4
0.23913,0.0008961,0.33594,0.66272,0.49721,0.20811,0.43754,0.015534,0.20531,0.04
0.1087,0.0020199,0.5,0.69822,0.44134,0.080319,0.37617,0.023752,0.079262,1
0.26087,0.00058856,0.32031,0.68047,0.29609,0.23422,0.44093,0.011139,0.23107,0.04
0.043478,0.0082925,0.42969,0.60947,0.29609,0.084727,0.42592,0.0060631,0.082854,0.4
0.26087,0.0023576,0.17188,0.40828,0.58101,0.24738,0.42635,0.0051083,0.24406,0.02
0.45652,0.15862,0.015625,0.11243,0.90503,0.43042,0.53017,0.034752,0.42252,0.0002
0.043478,0.0024526,0.33594,0.4497,0.2514,0.028133,0.42112,0.0080967,0.027732,1
0.30435,0.0014655,0.17188,0.43787,0.44693,0.26844,0.42858,0.013531,0.26484,0.02
0.13043,0.00052465,0.38281,0.56805,0.22346,0.10638,0.42639,0.010737,0.10496,0.2
0.17391,0.0052193,0.47656,0.78107,0.83799,0.16776,0.50025,0.018046,0.16529,0.2
0.30435,0.0012313,0.1875,0.4497,0.78771,0.2701,0.48529,0.023409,0.26646,0.02
0.086957,0.001616,0.25781,0.34911,0.19553,0.078137,0.45419,0.010852,0.077067,0.4
0.21739,0.00090052,0.33594,0.61538,0.64246,0.19753,0.44336,0.0072091,0.1949,0.04
0.1087,0.00039825,0.35938,0.52071,0.45251,0.096186,0.42959,0.0083966,0.094904,0.4
0.13043,0.0013991,0.46875,0.69822,0.18436,0.1177,0.42692,0.0064705,0.11618,0.2
0.23913,0.0041852,0.22656,0.54438,0.98324,0.23142,0.44809,0.0056754,0.22802,0.04
0.43478,0.0029952,0.015625,0.088757,0.79888,0.38626,0.33148,0.0904,0.38108,0.0002
0.065217,0.0058733,0.35938,0.49704,0.41899,0.074222,0.46261,0.0072322,0.073334,0.4
0.19565,0.00066706,0.30469,0.52663,0.53631,0.1637,0.49772,0.032649,0.1615,0.04
0.34783,0.0081292,0.054688,0.15385,0.95531,0.27384,0.40887,0.0063916,0.27002,0.0002
0.26087,0.0011138,0.33594,0.68639,0.35196,0.22149,0.46615,0.021879,0.21851,0.04
0.086957,0.040356,0.5,0.69822,0.95531,0.15243,0.45416,0.004743,0.14907,0.4
0.065217,0.0067843,0.4375,0.60947,0.34078,0.089876,0.4314,0.0093628,0.087988,0.4
0.26087,0.00076061,0.19531,0.42604,0.50838,0.23366,0.41648,0.0077744,0.23052,0.02
0.13043,0.00051875,0.36719,0.55621,0.69274,0.11445,0.41672,0.02248,0.11291,1
0.1087,0.00069648,0.35938,0.52071,0.46927,0.096829,0.44913,0.0099842,0.095535,0.4
0.41304,0.0083578,0.046875,0.18935,0.73743,0.33333,0.42617,0.0030941,0.32882,0.0002
0.23913,0.0016881,0.054688,0.10651,0.82123,0.21209,0.98796,0.784,0.20925,0.0002
0.17391,0.00099478,0.40625,0.63314,0.45251,0.15528,0.43833,0.0099051,0.15318,0.2
0.23913,0.00062675,0.24219,0.46154,0.3352,0.19731,0.40159,0.032146,0.19467,0.04
0.086957,0.00096967,0.46094,0.63314,0.30726,0.07739,0.41551,0.025767,0.07636,1
0.30435,0.001353,0.1875,0.4497,0.67598,0.26582,0.42277,0.012144,0.26228,0.02
0.28261,0.0018131,0.21875,0.48521,0.52514,0.24615,0.44302,0.0088582,0.24283,0.02
0.23913,0.00050424,0.35156,0.69822,0.57542,0.21742,0.44431,0.013811,0.2145,0.04
0.1087,0.001314,0.5,0.74556,0.47486,0.081587,0.37682,0.024862,0.080557,1
0.1087,0.00061277,0.34375,0.47929,0.2905,0.085611,0.42964,0.032455,0.08447,0.2
0.26087,0.00060836,0.29688,0.63314,0.49162,0.22085,0.454,0.017979,0.21787,0.04
0.043478,0.0025475,0.375,0.46154,0.34916,0.019979,0.40391,0.0094227,0.019798,1
0.34783,0.0039432,0.078125,0.21302,0.75978,0.28851,0.40319,0.014487,0.28467,0.0002
0.17391,0.0015783,0.41406,0.6213,0.32961,0.15537,0.45103,0.010916,0.15325,0.2
0.23913,0.0015986,0.28906,0.59172,0.36872,0.21708,0.44225,0.02603,0.21418,0.04
0.28261,0.001459,0.21875,0.48521,0.64246,0.25193,0.44349,0.0094447,0.24854,0.02
0.26087,0.00056579,0.32031,0.6568,0.56425,0.22144,0.42645,0.018562,0.21847,0.04
0.23913,0.0011029,0.30469,0.61538,0.21788,0.21018,0.46927,0.012079,0.20735,0.04
0.13043,0.0014059,0.39063,0.5858,0.63687,0.11038,0.41598,0.0091891,0.10888,1
0.19565,0.0012874,0.29688,0.52663,0.68715,0.16731,0.42826,0.010234,0.16507,0.04
0.30435,0.00076545,0.17188,0.43787,0.51397,0.27008,0.40782,0.016554,0.26645,0.02
0.34783,0.006259,0.0625,0.21893,0.86592,0.31816,0.38646,0.014625,0.31385,0.0002
0.086957,0.0027296,0.35938,0.52071,0.57542,0.091793,0.45076,0.010434,0.090786,0.4
0.26087,0.00033868,0.20313,0.42012,0.46927,0.22055,0.42978,0.023362,0.2176,0.02
0.17391,0.0024096,0.45313,0.74556,0.22905,0.1495,0.42446,0.014922,0.14752,0.2
0.19565,0.0015568,0.34375,0.49704,0.34358,0.17172,0.50972,0.034832,0.16942,0.2
0.17391,0.002319,0.28906,0.46746,0.4581,0.16028,0.43739,0.0061827,0.1581,0.04
0.065217,0.0019489,0.42969,0.57396,0.63687,0.070428,0.45243,0.0047968,0.069431,0.2
0.19565,0.0014347,0.25781,0.46746,0.36127,0.17302,0.4335,0.0060566,0.17062,0.04
0.30435,0.0014213,0.1875,0.4497,0.31285,0.2659,0.42566,0.015939,0.26233,0.02
0.23913,0.011327,0.078125,0.15385,0.92737,0.24413,0.44709,0.0051745,0.24097,0.0002
0.23913,0.00084984,0.35938,0.68639,0.65363,0.20116,0.45512,0.014357,0.19846,0.04
0.065217,0.0023887,0.42969,0.60355,0.63687,0.08032,0.43115,0.0073016,0.079294,0.2
0.043478,0.0025356,0.3125,0.39053,0.15084,0.049617,0.43656,0.01422,0.048776,0.4
0.23913,0.002047,0.32031,0.6568,0.44134,0.22079,0.47507,0.015886,0.21777,0.04
0.30435,0.001019,0.16406,0.42604,0.6257,0.27005,0.40077,0.028298,0.26643,0.02
0.17391,0.0008075,0.5,0.87574,0.83799,0.1472,0.44669,0.0094035,0.14525,0.2
0.26087,0.0011623,0.20313,0.45562,0.4581,0.23852,0.42983,0.0091283,0.23534,0.02
0.15217,0.0074634,0.39063,0.6213,0.9162,0.11946,0.42066,0.015577,0.11741,1
0.26087,0.00043001,0.35156,0.66864,0.48603,0.22018,0.42424,0.01591,0.21722,0.04
0.32609,0.0029629,0.054688,0.14201,0.68156,0.27935,0.32835,0.060869,0.27561,0.0002
0.34783,0.004836,0.125,0.32544,0.69274,0.29025,0.41328,0.011378,0.28635,0.02
0.065217,0.0011866,0.36719,0.47929,0.57542,0.052288,0.42374,0.015084,0.051582,1
0.086957,0.0016554,0.46875,0.66272,0.43017,0.074662,0.36354,0.032214,0.073728,1
0.45652,0.058517,0.015625,0.11243,0.74302,0.4012,0.48265,0.029777,0.39509,0.0002
0.1087,0.0019238,0.5,0.74556,0.50279,0.08051,0.37336,0.028594,0.079371,1
0.21739,0.041432,0.054688,0.094675,0.75419,0.23168,0.46765,0.0044652,0.2295,0.0002
0.065217,0.0034594,0.27344,0.34911,0.067039,0.065045,0.45979,0.010514,0.064267,0.4
0.28261,0.0023191,0.17188,0.43787,0.63128,0.26316,0.41203,0.0077151,0.25959,0.02
0.065217,0.0033231,0.39844,0.52071,0.67039,0.042875,0.41615,0.010086,0.042295,1
0.23913,0.00054192,0.35156,0.69822,0.58659,0.21581,0.46622,0.01798,0.21292,0.04
0.13043,0.0037143,0.33594,0.52071,0.50838,0.13007,0.43945,0.0065233,0.12821,0.4
0.23913,0.0013375,0.35938,0.68639,0.53631,0.2115,0.47129,0.010538,0.20867,0.04
0.19565,0.00049089,0.36719,0.5858,0.26816,0.16688,0.4663,0.01161,0.16465,0.2
0.23913,0.00097634,0.33594,0.68639,0.43017,0.20357,0.45323,0.0087129,0.20084,0.04
0.43478,0.021828,0.015625,0.088757,0.81564,0.37016,0.32744,0.039115,0.36517,0.0002
0.21739,0.0038466,0.39063,0.69822,0.9162,0.20224,0.50015,0.023823,0.19924,0.2
0.1087,0.0024158,0.42969,0.61538,0.21229,0.090616,0.48967,0.017468,0.089567,0.4
0.13043,0.00030398,0.38281,0.56805,0.57542,0.11309,0.47068,0.010376,0.11157,1
0.19565,0.0011847,0.35156,0.66272,0.17877,0.17642,0.432,0.012996,0.17406,0.2
0.30435,0.0020535,0.10156,0.25444,0.76536,0.27383,0.43977,0.0047508,0.27018,0.02
0.043478,0.010336,0.42188,0.57396,0.32961,0.067962,0.44386,0.0050563,0.06721,0.4
0.1087,0.00887,0.42969,0.61538,0.12849,0.068568,0.45111,0.004793,0.067649,0.4
0.26087,0.00070814,0.19531,0.42604,0.50838,0.23418,0.42308,0.0076914,0.23103,0.02
0.21739,0.00021909,0.29688,0.53846,0.60335,0.17916,0.41003,0.020949,0.17675,0.04
0.28261,0.0021772,0.16406,0.40237,0.43575,0.25209,0.41673,0.0076594,0.24876,0.02
0.26087,0.00063865,0.28125,0.60355,0.43017,0.23261,0.41943,0.019052,0.22949,0.04
0.1087,0.00065506,0.42188,0.62722,0.31285,0.10237,0.4705,0.015768,0.10099,0.2
0.1087,0.001526,0.34375,0.49112,0.49721,0.086611,0.41905,0.01244,0.085368,1
0.23913,0.00060393,0.33594,0.68639,0.36872,0.21633,0.44316,0.015519,0.21344,0.04
0.21739,0.00081104,0.29688,0.53846,0.49721,0.18281,0.416,0.015688,0.18037,0.04
0.17391,0.00061769,0.41406,0.69231,0.34637,0.14786,0.44456,0.022572,0.14588,0.2
0.21739,0.0012624,0.30469,0.66272,0.2067,0.1848,0.40872,0.012716,0.18237,0.2
0.086957,0.0028474,0.32813,0.49112,0.55307,0.083425,0.46052,0.0080021,0.082346,0.4
0.21739,0.00072976,0.42969,0.7574,0.21229,0.18267,0.44009,0.010014,0.18022,0.2
0.15217,0.00067282,0.38281,0.59172,0.54749,0.129,0.46218,0.0091631,0.12728,1
0.32609,0.0029324,0.17969,0.49112,0.3743,0.27639,0.41619,0.005595,0.27248,0.02
0.17391,0.0036715,0.45313,0.7929,0.15642,0.15002,0.42015,0.0088876,0.14783,0.2
0.13043,0.0012225,0.38281,0.56805,0.60894,0.11661,0.45072,0.014332,0.11509,1
0.13043,0.0013933,0.39063,0.5858,0.53073,0.10731,0.41805,0.0075014,0.10588,1
0.19565,0.0012186,0.28906,0.49704,0.43575,0.16937,0.51249,0.021419,0.16712,0.04
0.26087,0.0017618,0.32031,0.66864,0.44972,0.22722,0.45791,0.0083491,0.22425,0.04
0.30435,0.00091454,0.1875,0.4497,0.59777,0.25974,0.37735,0.019162,0.25625,0.02
0.15217,0.0051367,0.41406,0.65089,0.35754,0.13087,0.44126,0.010349,0.12966,0.4
0.28261,0.00069755,0.19531,0.45562,0.43575,0.24038,0.41278,0.015498,0.23715,0.02
0.26087,0.00076754,0.35156,0.69822,0.51955,0.22417,0.44002,0.0077886,0.22114,0.04
0.23913,0.00089301,0.28906,0.57396,0.48045,0.20171,0.42939,0.0061463,0.19901,0.04
0.043478,0.0030466,0.46875,0.57396,0.24022,0.052529,0.46553,0.013096,0.052004,0.4
0.19565,0.0011314,0.28906,0.52663,0.44693,0.16938,0.45731,0.0082245,0.1671,0.04
0.28261,0.0012748,0.17188,0.42604,0.57542,0.25948,0.42742,0.0044258,0.256,0.02
0.21739,0.0010347,0.36719,0.62722,0.54749,0.19942,0.47199,0.015651,0.19674,0.04
0.30435,0.0021995,0.15625,0.37278,0.64804,0.27375,0.46439,0.0054724,0.27003,0.02
0.30435,0.00074287,0.16406,0.40237,0.7486,0.26454,0.37367,0.027186,0.26098,0.02
0.30435,0.0026299,0.13281,0.31361,0.76536,0.26761,0.52686,0.023242,0.26402,0.02
0.1087,0.0025966,0.46094,0.66272,0.43017,0.078319,0.2668,0.22575,0.07719,1
0.36957,0.046734,0.023438,0.076923,0.75419,0.30582,0.4185,0.010842,0.30104,0.0002
0.086957,0.0021534,0.40625,0.57396,0.35754,0.072299,0.44989,0.0094458,0.071482,0.2
0.28261,0.0020196,0.16406,0.42604,0.67598,0.25878,0.42201,0.004228,0.25531,0.02
0.1087,0.0015669,0.42969,0.5858,0.74302,0.10042,0.45331,0.0052661,0.099122,1
0.23913,0.001441,0.28906,0.57988,0.30726,0.22084,0.4462,0.0078963,0.21791,0.04
0.28261,0.00050808,0.19531,0.42604,0.42458,0.2386,0.40038,0.013833,0.2354,0.02
0.1087,0.025128,0.5,0.69822,0.95531,0.14853,0.45215,0.005739,0.14506,0.4
0.043478,0.00099356,0.375,0.46154,0.24022,0.035012,0.43507,0.0080638,0.034541,1
0.13043,0.0013795,0.36719,0.55621,0.63687,0.11279,0.39228,0.022729,0.11128,1
0.26087,0.0011602,0.35938,0.74556,0.63128,0.22796,0.44851,0.011225,0.22492,0.04
0.23913,0.03677,0.054688,0.10651,0.79888,0.25037,0.50127,0.015261,0.24743,0.0002
0.17391,0.00074026,0.52344,0.82249,0.46369,0.14469,0.46271,0.011811,0.14275,0.2
0.19565,0.0012644,0.29688,0.52663,0.39106,0.17556,0.42671,0.0086096,0.17318,0.04
0.34783,0.0043436,0.070313,0.20118,0.86034,0.29933,0.42916,0.021313,0.29529,0.0002
0.086957,0.0059025,0.35938,0.50888,0.39106,0.077739,0.44454,0.013502,0.077249,0.4
0.13043,0.00093662,0.39844,0.5858,0.74302,0.10216,0.42437,0.0092891,0.10077,1
0.21739,0.00022929,0.29688,0.53846,0.59777,0.18019,0.47078,0.072485,0.17777,0.04
0.23913,0.0026583,0.33594,0.61538,0.60335,0.20425,0.34752,0.13298,0.20158,0.04
0.065217,0.0013485,0.4375,0.57396,0.44693,0.065625,0.47681,0.012376,0.064766,0.2
0.065217,0.0036822,0.46094,0.66272,0.36313,0.071428,0.40434,0.01062,0.070518,1
0.28261,0.0018164,0.16406,0.43787,0.60894,0.26537,0.38976,0.010457,0.26183,0.02
0.30435,0.00060143,0.16406,0.40237,0.72626,0.26646,0.33822,0.043389,0.26287,0.02
0.1087,0.0011713,0.34375,0.49112,0.54749,0.099394,0.43344,0.01635,0.098048,1
0.17391,0.00088975,0.28906,0.50888,0.32961,0.15475,0.45611,0.026077,0.15267,0.04
0.26087,0.0009186,0.28906,0.62722,0.97765,0.23494,0.46959,0.017716,0.23178,0.2
0.26087,0.0017089,0.35156,0.69822,1,0.22288,0.50408,0.019509,0.21991,0.04
0.043478,0.0011712,0.3125,0.39053,0.072626,0.043736,0.46976,0.0082327,0.043175,0.4
0.34783,0.0054134,0.0625,0.20118,0.82123,0.30234,0.42212,0.009853,0.2983,0.0002
0.065217,0.0079814,0.38281,0.57396,0.2514,0.096524,0.40943,0.009275,0.094643,0.4
0.30435,0.00054381,0.1875,0.43787,0.67598,0.27378,0.47549,0.014452,0.27011,0.02
0.15217,0.00062902,0.38281,0.59172,0.68156,0.12428,0.44301,0.014294,0.12261,1
0.28261,0.00569,0.078125,0.17751,0.89944,0.26053,0.50781,0.021354,0.25687,0.0002
0.23913,0.0007705,0.23438,0.44379,0.73743,0.20172,0.50356,0.012739,0.199,0.02
0.15217,0.0072082,0.39063,0.59763,0.93296,0.14237,0.48551,0.021234,0.13999,1
0,0.0036051,0.28906,0.3432,0.3352,0.018966,0.43315,0.0089259,0.018672,1
0.065217,0.0009995,0.40625,0.57396,0.45251,0.067153,0.43797,0.0070911,0.066252,0.2
0.26087,0.0006476,0.21094,0.43195,0.50838,0.21757,0.39933,0.023774,0.21467,0.02
0.1087,0.0023202,0.42969,0.66272,0.35754,0.10322,0.42818,0.0069606,0.10192,0.4
0.17391,0.0044668,0.35938,0.59172,0.41899,0.13131,0.39576,0.010152,0.12962,0.4
0.26087,0.0034697,0.1875,0.4497,0.59218,0.24881,0.42477,0.0037752,0.24553,0.02
0.95652,0.56897,1,0,0.41341,0.97569,0.55326,0.043911,0.96932,0.0002
0.23913,0.0038578,0.1875,0.36686,0.69832,0.20961,0.40505,0.015839,0.20671,0.02
0.26087,0.0011157,0.22656,0.45562,0.67039,0.22339,0.4947,0.015631,0.22036,0.02
0,0.0044516,0.26563,0.30769,0.38547,0.015432,0.40932,0.024302,0.015384,1
0.1087,0.0015479,0.4375,0.64497,0.49162,0.091601,0.43985,0.0079068,0.090372,0.4
0.26087,0.0013856,0.20313,0.40828,0.60335,0.21842,0.47924,0.020137,0.21552,0.02
0.23913,0.00082574,0.28906,0.60947,0.41341,0.2154,0.44906,0.015943,0.21251,0.04
0.26087,0.00035408,0.35156,0.69822,0.48603,0.21723,0.44168,0.017175,0.21431,0.04
0.30435,0.00048617,0.17188,0.4497,0.82123,0.2699,0.49369,0.027964,0.26627,0.02
0.13043,0.0024141,0.41406,0.66864,0.35196,0.12726,0.45442,0.012707,0.12564,0.4
0.95652,0.71831,0.99609,0,0.41341,0.87592,0.54489,0.042274,0.87325,0.0002
0.065217,0.0028026,0.39844,0.52071,0.67039,0.042416,0.42312,0.0085512,0.041828,1
0.21739,0.0010762,0.25781,0.44379,0.29609,0.18124,0.42429,0.022744,0.17882,0.04
0.1087,0.0020855,0.38281,0.56805,0.73743,0.095307,0.40946,0.012529,0.094014,1
0.32609,0.037396,0.046875,0.11834,0.77095,0.31392,0.46472,0.0055965,0.30951,0.0002
0.26087,0.00069548,0.32031,0.68047,0.36872,0.22552,0.4391,0.011825,0.22249,0.04
0.26087,0.00084177,0.35156,0.71598,0.36313,0.22904,0.45066,0.0047237,0.22593,0.04
0.17391,0.0034417,0.30469,0.49704,0.51955,0.16553,0.49139,0.013405,0.16343,0.4
0.6087,0.22084,0.0078125,0.053254,0.41341,0.57704,0.61357,0.11522,0.57307,0.0002
0.065217,0.001572,0.28125,0.36095,0.094972,0.051205,0.43413,0.014764,0.050487,0.4
0.17391,0.0010166,0.40625,0.68639,0.44693,0.15535,0.43796,0.010551,0.15324,0.2
0.13043,0.0059255,0.375,0.5858,0.25698,0.10832,0.40736,0.0087671,0.10682,0.4
0.26087,0.00088989,0.078125,0.16568,0.86034,0.23661,0.41619,0.062992,0.23343,0.0002
0.45652,0.030676,0.015625,0.11243,0.72067,0.38141,0.40081,0.011244,0.37669,0.0002
0.21739,0.00037941,0.29688,0.53846,0.63687,0.18111,0.41627,0.052677,0.17868,0.04
0.23913,0.0045603,0.1875,0.36686,0.72067,0.20139,0.40749,0.012171,0.19867,0.02
0.30435,0.0013838,0.15625,0.42604,0.70391,0.26705,0.39394,0.018374,0.26346,0.02
0.17391,0.012252,0.42969,0.59172,0.50279,0.11158,0.4402,0.0028801,0.11015,0.4
0.19565,0.00078669,0.40625,0.69822,0.2905,0.16518,0.45262,0.013379,0.163,0.2
0.26087,0.0011001,0.28906,0.62722,0.91061,0.23514,0.46856,0.013341,0.23198,0.04
0.065217,0.0035666,0.44531,0.47929,0.69832,0.051898,0.40261,0.011749,0.051345,1
0.26087,0.00056998,0.28906,0.69231,0.78771,0.23624,0.41524,0.011219,0.23306,0.04
0.28261,0.00054704,0.17969,0.39645,0.46927,0.23925,0.33698,0.042953,0.23604,0.02
0.086957,0.00094609,0.44531,0.6213,0.36313,0.073093,0.42532,0.011582,0.072142,0.4
0.26087,0.00087472,0.35156,0.69822,0.50838,0.22332,0.43852,0.0066125,0.22031,0.04
0.15217,0.0012442,0.375,0.61538,0.43575,0.13422,0.42886,0.0070893,0.13241,0.2
0.086957,0.0024966,0.5,0.68639,0.55866,0.076033,0.36506,0.026094,0.074932,1
0.23913,0.071745,0.054688,0.10651,0.81006,0.28973,0.45073,0.00042274,0.28709,0.0002
0.13043,0.0010283,0.45313,0.67456,0.18436,0.11318,0.4501,0.0097325,0.11169,0.2
0.45652,0.1694,0.015625,0.11243,0.7486,0.42738,0.5419,0.042932,0.41817,0.0002
0.30435,0.0038758,0.13281,0.31361,0.68715,0.27304,0.49214,0.0090706,0.26943,0.02
0.36957,0.033303,0.023438,0.076923,0.65922,0.28983,0.42594,0.0065006,0.28612,0.0002
0,0.0020413,0.28906,0.33136,0.36313,0.0012932,0.45391,0.016708,0.0013442,1
0.26087,0.00064927,0.38281,0.74556,0.6257,0.22613,0.47925,0.015195,0.22309,0.04
0.17391,0.0011077,0.45313,0.74556,0.36313,0.14914,0.48679,0.019422,0.14712,0.2
0.19565,0.00090474,0.53125,0.94083,0.21788,0.17026,0.41513,0.012457,0.16801,0.2
0.34783,0.0038825,0.078125,0.22485,0.75419,0.29236,0.39387,0.017825,0.28839,0.0002
0.23913,0.00065121,0.33594,0.61538,0.51397,0.21034,0.43796,0.013359,0.20753,0.04
0.30435,0.0014404,0.17188,0.43787,0.72067,0.26329,0.41399,0.0076764,0.25978,0.02
0.065217,0.004495,0.33594,0.49704,0.44134,0.033491,0.40475,0.01104,0.033135,1
0.26087,0.00075784,0.35156,0.69822,0.49721,0.22512,0.45368,0.0074571,0.22207,0.04
0.086957,0.00089932,0.42969,0.57396,0.32961,0.086814,0.43922,0.0088181,0.085651,0.2
0.32609,0.0022697,0.046875,0.11834,0.78212,0.27571,0.80774,0.36477,0.27199,0.0002
0.26087,0.00085191,0.29688,0.63314,0.46927,0.22253,0.47689,0.019947,0.21954,0.04
0.065217,0.0053468,0.375,0.50888,0.2067,0.064561,0.4305,0.010286,0.064314,0.4
0.15217,0.001029,0.45313,0.67456,0.48045,0.12915,0.44992,0.0077098,0.12742,0.2
0.32609,0.0015007,0.046875,0.11834,0.74302,0.27537,0.86514,0.48247,0.27166,0.0002
0.26087,0.00094759,0.20313,0.40828,0.47486,0.22373,0.4487,0.0090358,0.2207,0.02
0.30435,0.00055766,0.1875,0.4497,0.63128,0.26044,0.38541,0.01855,0.25695,0.02
0.1087,0.0011008,0.54688,0.78107,0.38547,0.099999,0.50899,0.025953,0.098668,0.2
0.28261,0.0008701,0.17969,0.39645,0.39106,0.24132,0.40357,0.031082,0.23808,0.02
0.086957,0.0063349,0.42969,0.71598,0.46369,0.099424,0.47597,0.0079418,0.097977,0.4
0.23913,0.0099589,0.054688,0.10651,0.79888,0.21863,0.56442,0.056206,0.21574,0.0002
0.23913,0.0011256,0.32031,0.6568,0.64246,0.21273,0.40832,0.008114,0.20988,0.04
0.15217,0.00088149,0.51563,0.78107,0.36872,0.12199,0.42296,0.01264,0.12035,0.2
0.19565,0.00059949,0.53125,0.94083,0.26257,0.1702,0.42601,0.012734,0.16791,0.2
0.26087,0.00046504,0.33594,0.66864,0.98883,0.21854,0.40926,0.014342,0.2156,0.04
0.30435,0.00022457,0.1875,0.4497,0.82682,0.26552,0.43609,0.057023,0.26195,0.02
0.26087,0.00099853,0.28906,0.68047,0.28492,0.23467,0.43842,0.010817,0.23152,0.04
0.26087,0.0006629,0.33594,0.67456,0.53631,0.21797,0.44307,0.014783,0.21506,0.04
0.21739,0.001516,0.28125,0.53846,0.49721,0.17913,0.43065,0.011116,0.17671,0.04
0.26087,0.0011682,0.21094,0.42604,0.60335,0.21746,0.46803,0.027964,0.21452,0.02
0.26087,0.0014282,0.32031,0.57988,0.40223,0.23575,0.46383,0.010162,0.23267,0.04
0.1087,0.002521,0.42969,0.64497,0.38547,0.096979,0.47636,0.012668,0.095909,0.4
0.26087,0.00032456,0.33594,0.68639,0.7933,0.21911,0.41745,0.024528,0.21616,0.04
0.1087,0.0011517,0.46875,0.66272,0.35196,0.090608,0.45296,0.014732,0.089478,0.4
0.30435,0.00088138,0.15625,0.37278,0.64246,0.26979,0.49624,0.013791,0.26616,0.02
0,0.00092673,0.35156,0.40828,0.58101,0.00030655,0.50462,0.043919,0.00031101,1
0.021739,0.0036656,0.3125,0.39053,0.17318,0.038127,0.42423,0.0079383,0.037649,0.4
0.1087,0.00082846,0.5,0.74556,0.55866,0.085266,0.42709,0.010444,0.084111,1
0.086957,0.0017171,0.5,0.69822,0.45251,0.077624,0.38291,0.023114,0.076586,1
0.26087,0.00093922,0.28906,0.59172,0.28492,0.22209,0.50026,0.028306,0.2191,0.04
0.30435,0.0012223,0.17188,0.42604,0.55307,0.26447,0.39754,0.013164,0.26095,0.02
0.26087,0.00034863,0.33594,0.68639,0.7933,0.21935,0.40103,0.022973,0.2164,0.04
0.30435,0.00049531,0.1875,0.4497,0.81006,0.27043,0.49645,0.020358,0.2668,0.02
0.15217,0.0013202,0.32031,0.51479,0.53073,0.13934,0.46375,0.0077911,0.13738,0.4
0.065217,0.0027335,0.25781,0.33136,0.3352,0.043608,0.44422,0.013173,0.042965,0.4
0.17391,0.00073064,0.45313,0.69231,0.39106,0.14961,0.46778,0.022487,0.14761,0.2
0.26087,0.0012766,0.32031,0.68047,0.51397,0.23356,0.4507,0.008084,0.23046,0.04
0.28261,0.0016503,0.078125,0.17751,0.85475,0.24196,0.51865,0.051322,0.2387,0.0002
0.043478,0.0044847,0.44531,0.60947,0.56425,0.044776,0.42858,0.0096166,0.04442,1
